274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,273,274,274,274,274,274,274,274,274,274,252,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,271,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,272,272,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,252,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,270,270,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,252,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,271,274,274,274,274,170,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,171,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,272,274,274,274,274,167,267,265,266,265,245,244,267,267,266,245,265,266,245,265,268,265,265,267,268,264,268,245,266,266,266,266,267,267,244,266,267,267,266,266,244,265,245,267,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,271,272,274,274,274,274,167,268,264,264,266,244,268,245,245,268,244,244,265,267,264,267,266,266,266,264,266,244,268,244,245,245,268,266,267,267,264,245,267,244,266,268,264,268,244,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,167,245,266,266,266,245,244,266,244,266,265,268,244,264,245,244,244,245,266,244,264,264,245,267,264,264,264,267,244,264,266,266,265,266,244,268,244,265,267,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,167,264,265,267,265,265,245,265,267,266,268,266,265,266,245,244,245,265,266,266,266,267,265,265,244,266,264,245,264,267,264,245,244,245,245,264,268,264,244,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,167,266,268,266,244,266,245,266,265,268,267,267,245,265,267,266,266,268,265,268,264,265,265,264,266,266,266,268,245,265,265,244,264,267,244,266,244,244,265,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,167,268,264,268,245,268,268,244,266,264,267,267,267,266,264,245,265,267,268,268,245,245,267,266,268,264,264,268,265,264,267,267,244,245,245,265,245,244,244,165,274,274,274,274,273,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,167,264,244,244,245,265,268,244,266,267,266,266,245,244,245,265,265,264,267,268,244,264,266,267,267,245,265,267,267,267,265,245,266,264,267,266,268,265,266,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,167,244,267,244,265,264,268,264,266,245,245,265,266,268,245,268,264,267,264,245,265,244,266,244,266,268,244,266,267,264,265,267,265,266,266,265,265,268,244,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,252,252,274,274,274,274,274,272,167,266,266,265,264,244,267,244,244,268,244,265,264,268,266,268,267,244,245,264,267,245,268,245,267,266,268,268,266,268,268,267,266,244,265,264,266,264,268,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,272,274,274,274,274,274,272,167,268,268,268,267,244,244,268,264,244,265,245,268,264,244,245,265,266,244,244,264,244,268,268,264,268,265,268,265,245,245,268,264,264,245,268,245,264,244,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,252,271,274,274,274,274,274,167,266,267,268,245,264,266,267,267,268,245,267,268,267,268,267,267,244,265,245,244,267,245,268,244,244,244,244,266,265,245,266,265,266,265,264,244,265,244,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,270,274,274,274,274,274,167,265,244,244,266,266,266,264,245,264,265,264,267,265,265,267,264,265,245,244,266,244,268,264,244,245,245,268,266,267,244,244,245,266,267,267,268,265,264,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,270,274,274,274,274,274,167,265,244,266,264,244,244,244,268,245,245,267,265,264,265,244,264,244,264,245,268,245,266,265,245,267,264,266,266,264,244,266,268,268,267,266,244,268,244,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,167,268,268,265,264,264,266,267,245,267,268,266,265,266,268,245,266,244,245,244,245,266,264,264,245,265,268,264,267,264,267,268,266,245,267,268,245,265,244,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,167,265,244,267,266,265,266,265,244,264,266,245,265,265,244,244,268,267,244,268,268,267,268,244,264,268,245,265,245,264,267,267,264,264,266,267,265,266,244,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,167,268,267,264,266,244,268,264,266,245,264,244,266,267,265,264,244,268,268,265,264,264,267,265,265,264,265,266,244,268,264,266,265,268,267,267,268,244,266,165,274,274,274,274,274,271,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,167,267,268,265,267,268,268,245,244,265,244,245,264,245,244,267,245,266,264,266,264,268,268,245,244,245,266,268,267,245,244,245,264,267,266,265,245,245,265,165,274,274,274,274,274,272,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,167,266,267,264,244,245,268,265,267,267,264,266,266,268,265,245,265,264,266,245,268,267,268,266,266,244,264,267,244,245,266,264,268,264,266,245,265,245,264,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,167,264,268,245,265,266,245,267,244,264,265,244,265,266,265,264,244,245,267,245,244,244,266,245,244,265,264,264,264,268,264,268,244,267,244,268,264,266,268,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,167,267,265,267,245,264,266,244,266,245,266,245,265,245,244,244,265,267,267,244,265,265,268,264,266,265,266,268,266,265,244,264,264,267,245,265,245,268,265,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,273,274,274,274,274,167,265,265,267,267,265,266,245,245,264,245,245,244,245,268,264,244,267,268,266,267,267,265,268,268,264,267,266,268,245,264,244,265,267,244,244,245,265,266,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,272,272,274,274,274,167,266,267,264,244,266,266,264,265,266,266,266,265,264,266,265,244,245,266,266,265,264,267,264,244,245,267,264,267,264,245,264,265,265,244,266,264,266,267,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,272,274,274,274,167,266,267,245,244,245,245,264,265,267,244,264,264,266,265,266,267,265,265,245,265,265,267,244,264,264,267,268,268,244,245,267,265,265,244,264,245,244,264,165,274,274,274,252,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,167,266,244,264,266,264,244,266,268,267,264,245,268,268,245,265,268,266,244,264,265,265,264,265,266,268,268,268,264,244,245,245,245,244,266,268,265,267,264,165,274,274,274,271,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,167,268,266,244,266,245,268,245,266,268,266,268,245,265,267,245,265,265,265,267,267,267,267,264,267,266,264,266,267,266,266,267,245,264,267,265,245,268,264,165,274,274,274,271,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,167,266,264,268,264,244,268,264,244,265,245,268,264,264,268,265,268,266,267,268,267,244,268,268,266,245,267,264,267,267,266,245,265,264,268,245,245,267,264,165,274,274,274,270,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,167,245,268,266,244,267,267,268,268,267,267,268,265,264,244,268,268,266,245,268,267,264,268,266,245,265,267,268,245,264,266,266,244,268,264,267,244,265,244,165,274,274,274,270,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,252,274,274,274,167,244,244,245,245,266,267,264,244,265,244,268,266,244,264,244,264,267,268,268,245,267,268,267,266,268,264,268,265,245,268,245,266,268,265,265,266,266,265,165,274,274,274,271,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,272,274,274,274,167,264,264,264,245,245,265,264,264,267,266,265,264,267,264,268,245,265,264,266,244,244,267,245,266,264,264,267,245,266,268,245,267,245,264,267,245,245,244,165,274,274,274,270,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,273,274,274,274,167,245,265,268,266,245,266,266,244,265,267,268,264,266,268,245,268,244,267,268,245,268,267,265,268,244,268,264,268,264,268,264,245,265,267,245,268,267,264,165,274,274,274,252,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,270,274,274,274,274,167,265,265,264,245,265,267,245,265,245,266,244,244,266,245,266,266,264,267,268,265,245,265,245,267,267,268,267,244,268,267,264,268,266,244,268,245,264,244,165,274,274,274,274,271,274,274,274,274,274,274,274,274,274
274,274,274,274,274,252,274,274,274,274,167,245,268,244,265,267,244,266,245,245,244,268,266,267,264,268,268,245,244,265,244,267,245,244,264,264,266,264,245,265,264,267,268,266,268,264,268,245,267,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,272,274,274,274,274,167,268,267,265,268,268,264,266,268,267,245,264,267,244,245,268,268,245,267,267,267,268,264,268,264,264,268,267,267,268,245,245,266,268,267,266,266,266,265,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,270,274,274,274,274,167,264,267,265,244,265,264,266,264,268,264,244,244,268,244,266,245,268,268,266,266,267,244,267,264,265,267,245,265,244,264,266,264,265,266,265,264,245,265,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,167,245,268,268,268,245,267,264,264,267,244,245,267,245,244,266,264,245,266,266,267,244,265,264,268,264,265,245,245,266,266,268,265,264,266,265,264,266,245,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,167,266,245,244,266,264,265,268,264,265,267,265,265,268,268,265,266,268,268,266,266,244,267,245,266,268,267,264,266,268,267,266,264,264,267,267,267,265,244,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,167,244,268,268,264,266,244,268,245,266,265,244,264,245,266,267,244,268,245,264,268,267,268,245,264,265,268,266,245,245,267,266,244,264,264,265,266,265,245,165,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,192,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,193,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,252,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,252,271,271,271,272,252,274,274,274,274,274,274,274,274,274,274,274,271,270,252,274,274,274,274,274,274,274,274,274,274,274,274,252,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
